instance,method,seed,best,wall,shap_time,fit_time,refreshes
orb01,ACS,2,1578,0.26,0.000,0.000,0
orb01,ACS,3,1544,0.26,0.000,0.000,0
orb01,ACS,4,1590,0.26,0.000,0.000,0
orb01,ACS,5,1505,0.27,0.000,0.000,0
orb01,ACS,6,1696,0.26,0.000,0.000,0
orb01,ACS,7,1533,0.26,0.000,0.000,0
orb01,ACS,8,1533,0.27,0.000,0.000,0
orb01,ACS,9,1650,0.26,0.000,0.000,0
orb01,ACS,10,1530,0.25,0.000,0.000,0
orb01,ACS,11,1479,0.26,0.000,0.000,0
orb01,ACS,12,1586,0.26,0.000,0.000,0
orb01,ACS,13,1479,0.27,0.000,0.000,0
orb01,ACS,14,1509,0.26,0.000,0.000,0
orb01,ACS,15,1655,0.26,0.000,0.000,0
orb01,ACS,16,1573,0.26,0.000,0.000,0
orb01,ACS,17,1522,0.26,0.000,0.000,0
orb01,ACS,18,1481,0.27,0.000,0.000,0
orb01,ACS,19,1546,0.27,0.000,0.000,0
orb01,ACS,20,1579,0.26,0.000,0.000,0
orb01,ACS,21,1563,0.26,0.000,0.000,0
orb01,ACS,22,1477,0.26,0.000,0.000,0
orb01,ACS,23,1571,0.27,0.000,0.000,0
orb01,ACS,24,1600,0.26,0.000,0.000,0
orb01,ACS,25,1598,0.26,0.000,0.000,0
ta01,ACS,1,3308,0.77,0.000,0.000,0
ta01,ACS,2,3058,0.76,0.000,0.000,0
ta01,ACS,3,3083,0.75,0.000,0.000,0
ta01,ACS,4,2817,0.77,0.000,0.000,0
ta01,ACS,5,2962,0.76,0.000,0.000,0
ta01,ACS,6,2883,0.78,0.000,0.000,0
ta01,ACS,7,3271,0.76,0.000,0.000,0
ta01,ACS,8,3029,0.74,0.000,0.000,0
ta01,ACS,9,3146,0.75,0.000,0.000,0
ta01,ACS,10,3030,0.78,0.000,0.000,0
ta01,ACS,11,2971,0.76,0.000,0.000,0
ta01,ACS,12,3025,0.75,0.000,0.000,0
ta01,ACS,13,3025,0.75,0.000,0.000,0
ta01,ACS,14,2944,0.76,0.000,0.000,0
ta01,ACS,15,3148,0.81,0.000,0.000,0
ta01,ACS,16,2729,0.73,0.000,0.000,0
ta01,ACS,17,2657,0.75,0.000,0.000,0
ta01,ACS,18,3181,0.72,0.000,0.000,0
ta01,ACS,19,3242,0.73,0.000,0.000,0
ta01,ACS,20,2918,0.73,0.000,0.000,0
ta01,ACS,21,3139,0.73,0.000,0.000,0
ta01,ACS,22,2754,0.74,0.000,0.000,0
ta01,ACS,23,2936,0.76,0.000,0.000,0
ta01,ACS,24,3020,0.76,0.000,0.000,0
ta01,ACS,25,3189,0.75,0.000,0.000,0
